Name,Platform,DOIs,Citations,License,Categories
SnapATAC2,Python/Rust,"10.1038/s41592-023-02139-9, 10.1101/2023.09.11.557221",3,'-,"Clustering, Differential Expression, Dimensionality Reduction, Integration, Quality Control, Visualisation"
SPECK,R,"10.1093/bioadv/vbad073, 10.1101/2022.10.08.511197",3,GPL-2.0-or-later,Quantification
Sphetcher,C++,10.1016/j.isci.2020.101126,3,'-,"Dimensionality Reduction"
SSBER,R,10.1186/s12859-021-04165-w,3,'-,Integration
Superscan,Python,10.1101/2021.05.20.445014,3,'-,Classification
SynergisticCore,R/C++,10.1093/nar/gkz147,3,'-,"Gene Networks"
Trajan,C++/R,10.1101/522672,3,'-,"Integration, Visualisation"
Velorama,Python,10.1101/2022.10.18.512766,3,MIT,"Gene Networks"
Venus,Python,10.1371/journal.pcbi.1010636,3,'-,"Alignment, Quantification"
WAT3R,R/Python,"10.1093/bioinformatics/btac382, 10.1101/2022.01.26.477886",3,MIT,"Clustering, Immune, Quality Control, Quantification, Visualisation"
ADC,Python,10.1371/journal.pcbi.1009548,2,'-,"Gene Networks"
AmbientContaminationMetrics,Python,"10.1016/j.isci.2023.107242, 10.1101/2022.10.25.513758",2,'-,"Quality Control"
anticor_features,Python,10.1101/2022.12.05.519161,2,AGPL-3.0,"Variable Genes"
ASURAT,R,"10.1093/bioinformatics/btac541, 10.1101/2021.06.09.447731",2,GPL-3.0,"Clustering, Gene Sets, Visualisation"
CAMLU,R,"10.1093/bioinformatics/btac617, 10.1101/2021.09.25.461825",2,GPL-2.0,Classification
CanSig,Python,10.1101/2022.04.14.488324,2,BSD-3-Clause,"Clustering, Gene Sets, Integration, Variants, Visualisation"
cell2fate,Python,10.1101/2023.08.03.551650,2,Apache-2.0,Ordering
cell2sentence,Python,10.1101/2022.09.18.508438,2,CC-BY-NC-SA-4.0,Transformation
cell2sentence-ft,Python,10.1101/2023.09.11.557287,2,MIT,Transformation
CommPath,R,10.1016/j.csbj.2022.10.028,2,GPL-3.0,"Gene Networks, Visualisation"
constclust,Python,10.1101/2020.12.08.417105,2,MIT,"Clustering, Visualisation"
CopulaGCN,Python/R,"10.1101/2021.11.15.468695, 10.1371/journal.pcbi.1009600",2,'-,"Clustering, Dimensionality Reduction"
CosTaL,Python,"10.1093/bib/bbad157, 10.1101/2022.11.10.516044",2,MIT,Clustering
countland,Python/R,"10.1007/s12064-023-00408-x, 10.1101/2022.06.01.494334",2,MIT,"Clustering, Marker Genes, Quality Control, Visualisation"
DANCE,Python,10.1101/2022.10.19.512741,2,BSD-2-Clause,"Classification, Clustering, Imputation, Integration"
DeepCCI,Python/R,"10.1093/bioinformatics/btad596, 10.1101/2022.11.11.516061",2,MIT,"Clustering, Gene Networks, Visualisation"
DeepRIG,Python,10.1371/journal.pgen.1010942,2,Apache-2.0,"Gene Networks"
DELVE,Python,10.1101/2023.05.09.540043,2,MIT,"Variable Genes"
DPre,Python,10.1093/bioinformatics/btz789,2,MIT,"Gene Sets, Marker Genes, Visualisation"
DSAVE-M,MATLAB/R,10.1371/journal.pone.0243360,2,MIT,"Classification, Visualisation"
DSAVE-R,R,10.1371/journal.pone.0243360,2,MIT,"Classification, Visualisation"
DSINMF,MATLAB/R,10.1101/2022.05.16.492212,2,'-,Classification
EasyCellType,R,10.1093/bioadv/vbad029,2,Artistic-2.0,"Classification, Marker Genes, Visualisation"
Eoulsan,Java,10.1101/2021.10.13.464219,2,CECILL-C,"Alignment, Quality Control, Quantification"
FEM,Python,10.7717/peerj.12570,2,'-,"Interactive, Quantification"
FIESTA,R,10.1101/2021.04.29.441691,2,GPL-2.0,Imputation
FlowGrid,Python,10.1093/bioinformatics/btab521,2,MIT,Clustering
Genes2Genes,Python,10.1101/2023.03.08.531713,2,MIT,"Clustering, Gene Sets, Ordering, Visualisation"
HAL,Python,"10.1101/2021.08.01.454697, 10.1371/journal.pcbi.1010349",2,'-,"Classification, Clustering, Visualisation"
JGNsc,R/C++,"10.1101/2021.07.14.452387, 10.1111/biom.13645",2,GPL-3.0,"Gene Networks, Gene Sets, Simulation, Visualisation"
METAFlux,R,"10.1038/s41467-023-40457-w, 10.1101/2022.05.18.492580",2,MIT,"Gene Networks"
MLG,R,"10.1093/nar/gkab823, 10.1101/2021.03.26.437231",2,'-,"Clustering, Integration, Visualisation"
Monopogen,Python,"10.1038/s41587-023-01873-x, 10.1101/2022.12.04.519058",2,'-,Variants
Mowgli,Python,"10.1038/s41467-023-43019-2, 10.1101/2023.02.02.526825",2,GPL-3.0,"Gene Sets, Integration, Visualisation"
MURP,R,10.1016/j.jbi.2022.104093,2,GPL-3.0,"Dimensionality Reduction, Visualisation"
N-ACT,Python,10.1101/2022.05.12.491682,2,MIT,Classification
NetImpute,R,10.1186/s12859-020-03547-w,2,GPL-3.0,Imputation
NEUROeSTIMator,R,10.1101/2022.04.08.487573,2,GPL-3.0,"Gene Networks"
NOMAD,Python/Nextflow/Groovy,10.1101/2022.12.06.519414,2,MIT,"Alternative Splicing, Variants"
PieParty,Python,"10.1101/2020.08.25.267021, 10.26508/lsa.202000986",2,'-,Visualisation
PopV,Python,10.1101/2023.08.18.553912,2,MIT,"Classification, Visualisation"
REBET,R,10.1093/bib/bbab204,2,GPL-1.0,Clustering
scAllele,Python,"10.1101/2022.03.29.486330, 10.1126/sciadv.abn6398",2,MIT,"Alternative Splicing, Variants"
scASK,MATLAB,"10.1101/2020.06.07.138271, 10.1109/jbhi.2021.3050963, 10.1109/JBHI.2021.3050963",2,'-,"Classification, Dimensionality Reduction, Interactive"
scCapsNet-mask,Python,"10.1186/s12859-022-05098-8, 10.21203/rs.3.rs-1763879/v1",2,'-,"Classification, Marker Genes, Visualisation"
scDA,MATLAB/C/Python,10.1016/j.csbj.2021.05.046,2,'-,"Dimensionality Reduction"
scDetect,R,10.1093/bioinformatics/btab410,2,MIT,Classification
scGBM,R,10.1101/2023.04.21.537881,2,GPL-2.0-or-later,"Clustering, Dimensionality Reduction, Imputation, Simulation, Visualisation"
scGTM,Python,"10.1093/bioinformatics/btac423, 10.1101/2021.11.25.470059",2,MIT,"Expression Patterns, Visualisation"
scHumanNet,R/C/C++,"10.1093/nar/gkac1042, 10.1101/2022.06.20.496836",2,GPL-3.0,"Gene Networks"
scKINETICS,Python,10.1093/bioinformatics/btad267,2,'-,Ordering
scMTD,R,10.1186/s13578-022-00886-4,2,GPL-3.0,Imputation
scPSM,R,10.1093/bib/bbac275,2,MIT,"Imputation, Integration"
scQcut,Python,10.1101/2021.07.15.452521,2,'-,Clustering
scSTEM,R,10.1186/s13059-022-02716-9,2,GPL-3.0-or-later,"Clustering, Expression Patterns, Interactive, Ordering, Visualisation"
scTab,Python,10.1101/2023.10.07.561331,2,MIT,Classification
scTEP,R,10.1186/s12859-023-05179-2,2,LGPL-2.0-or-later,"Clustering, Gene Sets, Normalisation, Ordering"
scTIE,Python/C++,"10.1101/2023.05.18.541381, 10.1101/gr.277960.123",2,'-,"Dimensionality Reduction, Gene Networks, Integration"
scTree,R,10.21105/joss.02061,2,Apache-2.0,"Classification, Marker Genes, Visualisation"
scTriangulate,Python,"10.1038/s41467-023-36016-y, 10.1101/2021.10.16.464640",2,MIT,"Clustering, Quality Control, Visualisation"
SEAT,Python,"10.1093/nar/gkac1044, 10.1101/2022.08.17.504240",2,'-,"Clustering, Dimensionality Reduction"
Secuer,Python,10.1371/journal.pcbi.1010753,2,MIT,Clustering
SEPIRA,R,10.1101/553040,2,GPL-3.0,"Gene Networks"
SnapCCESS,Python,"10.1093/bioinformatics/btad382, 10.1101/2023.02.22.529627",2,'-,"Dimensionality Reduction, Integration"
SpatialScope,Python,"10.1038/s41467-023-43629-w, 10.1101/2023.03.14.532529",2,GPL-3.0,"Gene Networks, Integration"
TACTiCS,Python,"10.1093/bioinformatics/btad248, 10.1101/2023.01.30.525343",2,'-,"Integration, Visualisation"
tauFisher,R,10.1101/2023.04.04.535473,2,GPL-3.0,"Cell Cycle"
Totem,R,"10.1093/bioinformatics/btad515, 10.1101/2022.09.19.508535",2,GPL-3.0,"Clustering, Dimensionality Reduction, Ordering, Visualisation"
TrAGEDy,R,10.1101/2022.12.21.521424,2,MIT,Ordering
Transmorph,Python,"10.1093/nargab/lqad069, 10.1101/2022.11.02.514912",2,MIT,"Dimensionality Reduction, Integration, Visualisation"
ucie,R,"10.1002/pro.4388, 10.1101/2021.12.02.470966",2,MIT,Visualisation
UNIFAN,Python,"10.1007/978-3-031-04749-7_24, 10.1089/cmb.2022.0251, 10.1101/2021.11.20.469410",2,MIT,"Classification, Clustering"
valiDrops,R,"10.1093/nargab/lqad101, 10.1101/2023.02.07.526574",2,GPL-3.0,"Quality Control"
velvet,Python,10.1101/2023.07.06.547989,2,MIT,"Clustering, Normalisation, Ordering, Variable Genes, Visualisation"
vissE,R,10.1101/2022.03.06.483195,2,GPL-3.0,"Gene Sets, Visualisation"
BayesEATS,R/C++,10.1007/s12561-021-09308-4,1,GPL-2.0-or-later,"Clustering, Integration"
BigSur,Python/R/Mathematica,10.1101/2023.03.14.532643,1,MIT,"Normalisation, Quality Control, Variable Genes"
CACTUS,R,"10.1101/2020.06.05.134452, 10.1186/s13073-021-00842-w",1,'-,Variants
CAISC,R,10.1186/s12859-022-04625-x,1,'-,"Clustering, Integration, Variants, Visualisation"
ccNet,Python,10.1093/bioinformatics/btac114,1,GPL-3.0,"Dimensionality Reduction, Expression Patterns, Ordering, Visualisation"
CCSF,Python,10.1016/j.patter.2023.100840,1,GPL-3.0,"Dimensionality Reduction"
cellatlas,Python,10.1101/2023.09.14.543267,1,'-,"Quantification, UMIs"
cellsnake,Python,"10.1093/gigascience/giad091, 10.1101/2023.05.03.539204",1,MIT,"Classification, Clustering, Dimensionality Reduction, Integration, Normalisation, Quality Control, Variable Genes, Visualisation"
cellstates,Python,10.1101/2023.10.31.564980,1,MIT,"Clustering, Visualisation"
CellTools,R,10.1101/2021.10.15.464552,1,GPL-3.0,Imputation
Census,R,"10.1093/bioinformatics/btad714, 10.1101/2022.10.19.512926",1,'-,"Clustering, Visualisation"
CIARA,R,"10.1101/2022.08.01.501965, 10.1242/dev.201264",1,Artistic-2.0,"Clustering, Marker Genes, Rare Cells, Visualisation"
Compartmap,R,10.1101/2021.05.17.444465,1,GPL-3.0,"Integration, Visualisation"
COSGR,R,10.1101/2021.06.15.448484,1,BSD-3-Clause,"Marker Genes"
CTMM,Python/R,10.1101/2023.02.24.529987,1,GPL-3.0,"Differential Expression"
D-EE,C/R,10.1093/gigascience/giaa126,1,GPL-3.0,"Dimensionality Reduction, Visualisation"
D-SPIN,Python/MATLAB,10.1101/2023.04.19.537364,1,Apache-2.0,"Gene Networks, Perturbations, Visualisation"
DAZZLE,Python,10.1101/2023.01.26.525733,1,MIT,"Gene Networks, Imputation"
DeepGAMI,Python,"10.1101/2022.08.16.504101, 10.1186/s13073-023-01248-6",1,MIT,"Imputation, Integration"
Demuxalot,Python,10.1101/2021.05.22.443646,1,MIT,Variants
DISCERN,Python,"10.1101/2022.03.09.483600, 10.1186/s13059-023-03049-x",1,MIT,Imputation
dreamlet,R/C++,10.1101/2023.03.17.533005,1,Artistic-2.0,"Differential Expression, Visualisation"
DREEP,C++/R,"10.1101/2023.06.01.543212, 10.1186/s12916-023-03182-1",1,MIT,"Clustering, Perturbations"
dsCellNet,R,10.1016/j.csbj.2022.07.047,1,'-,"Gene Networks"
Dune,R,10.1101/2020.03.03.974220,1,MIT,"Clustering, Visualisation"
DURIAN,R,10.1093/bib/bbac223,1,MIT,Imputation
ELeFHAnt,R,10.1101/2021.09.07.459342,1,GPL-3.0,"Classification, Integration"
eSPRESSO,R,"10.1101/2020.12.31.424948, 10.1186/s12859-023-05355-4",1,GPL-3.0,"Clustering, Dimensionality Reduction, Gene Filtering, Visualisation"
FastIntegration,R/C++,10.1101/2022.05.10.491296,1,GPL-3.0,Integration
FastRNA,Python,10.1016/j.ajhg.2022.09.008,1,'-,"Dimensionality Reduction, Gene Filtering"
FateCompass,MATLAB,"10.1016/j.crmeth.2023.100512, 10.1101/2022.04.01.486696",1,MIT,"Ordering, Visualisation"
FeatureCorr,R,10.1016/j.simpa.2021.100144,1,GPL-3.0,"Transformation, Visualisation"
Flexiplex,C++/C,10.1101/2023.08.21.554084,1,MIT,"UMIs, Variants"
FORKS,Python,10.1101/132811,1,GPL-3.0,"Clustering, Gene Filtering, Normalisation, Ordering, Visualisation"
Fotomics,Python,"10.1007/s10462-022-10357-4, 10.1101/2022.07.08.499309",1,GPL-3.0,"Normalisation, Transformation"
FSCAM,R,10.1007/s12539-021-00495-8,1,GPL-2.0-or-later,"Variable Genes"
gExcite,Snakemake/R/Python,"10.1093/bioinformatics/btad329, 10.1101/2022.05.23.490488",1,GPL-3.0,"Alignment, Differential Expression, Immune, Quantification, UMIs"
GIANT,Python/Cython/C,10.1101/2022.08.06.503038,1,MIT,"Dimensionality Reduction, Gene Networks, Gene Sets, Integration"
GrID-Net,Python,10.1101/2023.03.02.530529,1,MIT,"Gene Networks, Integration"
GRN-VAE,Python,10.1101/2023.01.26.525733,1,MIT,"Gene Networks"
gsdensity,R,"10.1038/s41467-023-44206-x, 10.1101/2023.06.21.546022",1,GPL-3.0,"Gene Sets"
h-tSNE,Python,"10.1101/2020.10.05.324798, 10.1371/journal.pcbi.1010351",1,'-,"Dimensionality Reduction"
Haisu,Python,10.1101/2020.10.05.324798,1,MIT,"Dimensionality Reduction"
HARISSA,Python,10.1101/2022.06.19.496754,1,BSD-3-Clause,"Gene Networks, Simulation"
HIPPO,R,10.1101/2020.03.31.018911,1,GPL-2.0-or-later,"Differential Expression, Dimensionality Reduction, Imputation, Visualisation"
i2dash,R,"10.1016/j.gpb.2021.01.007, 10.1101/2020.07.06.189563",1,MIT,"Interactive, Visualisation"
IBRAP,R,"10.1093/bib/bbad061, 10.1101/2022.09.26.509481",1,GPL-3.0,"Cell Cycle, Classification, Clustering, Differential Expression, Gene Sets, Integration, Normalisation, Ordering, Quality Control, Variable Genes, Visualisation"
ICAT,Python,"10.1093/bioinformatics/btad278, 10.1101/2022.05.26.493603",1,BSD-3-Clause,"Clustering, Perturbations"
IndepthPathway,R,"10.1093/bioinformatics/btad325, 10.1101/2022.08.28.505179",1,GPL-3.0,"Gene Sets, Visualisation"
infohet,R,"10.1101/2020.10.01.322255, 10.1186/s12859-023-05424-8",1,MIT,"Variable Genes"
INSISTC,Python,"10.1016/j.ygeno.2022.110480, 10.1101/2022.05.17.492304",1,'-,"Classification, Gene Networks"
IsoCell,R,10.1109/TCBB.2022.3147193,1,'-,Clustering
KMD,Python,"10.1038/s42003-023-05480-z, 10.1101/2020.10.04.325233",1,MIT,Clustering
leader,R,10.1101/2023.06.13.544850,1,GPL-3.0,"Dimensionality Reduction"
LinRace,R,"10.1038/s41467-023-44173-3, 10.1101/2023.04.12.536601",1,MIT,Ordering
Longcell,R,10.21203/rs.3.rs-2674892/v1,1,'-,"Alternative Splicing, Visualisation"
MaCroDNA,Python,"10.1038/s41467-023-44014-3, 10.1101/2022.08.21.504709",1,'-,"Integration, Variants"
MASI,Python,"10.1038/s42003-023-04820-3, 10.1101/2022.03.28.486110",1,'-,"Classification, Marker Genes"
MatchCLOT,Python,"10.1093/bib/bbad130, 10.1101/2022.11.16.516751",1,BSD-3-Clause,"Dimensionality Reduction, Integration, Normalisation"
MATTE,Python,"10.1093/bib/bbad207, 10.1101/2022.05.29.493935",1,GPL-3.0,"Differential Expression, Dimensionality Reduction, Gene Filtering, Gene Sets, Normalisation, Visualisation"
memento,Python,10.1101/2022.11.09.515836,1,MIT,"Differential Expression, Simulation"
MICTI,Python,10.1101/686659,1,MIT,"Marker Genes, Visualisation"
miRSCAPE,R,"10.1016/j.isci.2022.104962, 10.1101/2021.07.29.454389",1,'-,Imputation
mitoSplitter,JavaScript/Python/Shell,"10.1073/pnas.2307722120, 10.1101/2023.04.16.537058",1,'-,Quantification
mtANN,Python/R,"10.1101/2022.11.17.516980, 10.1371/journal.pcbi.1011261",1,'-,Classification
MTD,R/Python,"10.1093/bib/bbac111, 10.1101/2021.11.16.468881",1,CC-BY-NC-4.0,"Alignment, Quantification, Visualisation"
NIFA,R/C++,"10.1093/bioinformatics/btac136, 10.1101/2020.01.31.927921",1,'-,"Dimensionality Reduction"
NLBayes,Python/R/C++,"10.1093/nargab/lqad106, 10.1101/2023.05.03.539308",1,MIT,"Gene Networks"
Palo,R,"10.1093/bioinformatics/btac368, 10.1101/2022.03.13.484080",1,MIT,Visualisation
PENCIL,Python,"10.1038/s42256-023-00656-y, 10.1101/2023.03.23.533712",1,GPL-3.0,"Clustering, Visualisation"
PhylEx,C++,10.1101/2021.02.16.431009,1,'-,"Integration, Variants"
Polaratio,R/C++/Python,10.1101/2020.12.20.423308,1,MIT,Clustering
PPMS,Shell/R/Perl/Python,10.1093/bib/bbac419,1,'-,"Alignment, Quantification, UMIs"
PreCanCell,R,10.1016/j.csbj.2023.07.009,1,GPL-3.0,Classification
Red_Panda,Perl,"10.1101/2020.01.08.898874, 10.1186/s12864-020-07224-3",1,MIT,Variants
RobustCCC,R/Python,10.3389/fgene.2023.1236956,1,'-,"Gene Networks, Simulation"
Sargent,R,"10.1016/j.mex.2023.102196, 10.2139/ssrn.4359645",1,'-,"Classification, Marker Genes"
SCA,Python,10.1101/2021.01.19.427303,1,MIT,"Dimensionality Reduction, Rare Cells"
SCALA,R/JavaScript,"10.1016/j.csbj.2023.10.032, 10.1101/2022.11.24.517826",1,GPL-3.0,"Cell Cycle, Classification, Clustering, Differential Expression, Dimensionality Reduction, Expression Patterns, Gene Filtering, Gene Networks, Integration, Interactive, Marker Genes, Normalisation, Ordering, Quality Control, Variable Genes, Visualisation"
scClassifR,R,10.1101/2020.12.22.424025,1,MIT,Classification
scdrake,R,10.1093/bioadv/vbad089,1,MIT,"Cell Cycle, Classification, Clustering, Dimensionality Reduction, Integration, Marker Genes, Normalisation, Quality Control, Variable Genes, Visualisation"
scDREAMER,Python,"10.1038/s41467-023-43590-8, 10.1101/2022.07.12.499846",1,MIT,Integration
scEC,R/Python,10.1101/2020.10.01.322255,1,MIT,"Clustering, Differential Expression, Variable Genes"
scellpam,R/C/C++,10.1186/s12859-023-05471-1,1,GPL-2.0-or-later,Clustering
scFormer,Python,10.1101/2022.11.20.517285,1,'-,"Dimensionality Reduction"
scGREAT,Python,10.1101/2023.01.27.525916,1,GPL-3.0,"Clustering, Gene Networks, Marker Genes, Ordering, Visualisation"
SCIBER,R,10.1093/bioinformatics/btac819,1,MIT,Integration
Sciviewer,Python,"10.1093/bioinformatics/btab689, 10.1101/2021.08.12.455997",1,MIT,"Interactive, Visualisation"
scLAPA,R,10.1101/2021.01.04.425335,1,'-,"Alternative Splicing, Clustering"
scMINER,R,10.1101/2023.01.26.523391,1,Apache-2.0,"Differential Expression, Gene Networks, Marker Genes, Quality Control, Visualisation"
scMOG,Python,10.1002/advs.202301169,1,'-,Simulation
scNCA,R,10.1101/543314,1,MIT,"Integration, Simulation"
SComatic,Python/R,10.1101/2022.11.22.517567,1,'-,"Quantification, Variants"
SCORPION,R,10.1101/2023.01.20.524974,1,GPL-3.0,"Gene Networks"
SCPattern,R,10.1101/046110,1,Apache-2.0,"Differential Expression, Expression Patterns, Interactive"
scPheno,Python,10.1101/2023.03.04.531126,1,MIT,Normalisation
scReadSim,Python/R,"10.1038/s41467-023-43162-w, 10.1101/2022.05.29.493924",1,MIT,"Quantification, Simulation"
scRNASequest,R/Python/Shell,10.1186/s12864-023-09332-2,1,'-,"Classification, Differential Expression, Dimensionality Reduction, Integration, Marker Genes, Quality Control, Visualisation"
scSampler,Python,"10.1093/bioinformatics/btac271, 10.1101/2022.01.15.476407",1,MIT,"Dimensionality Reduction"
SCSC,R/C++,10.5705/ss.202020.0337,1,GPL-2.0-or-later,Clustering
SCSit,C/Python,10.1016/j.csbj.2021.08.021,1,MIT,UMIs
scSO,MATLAB/Python/C++/Fortran,10.1093/g3journal/jkab098,1,BSD-2-Clause,"Clustering, Dimensionality Reduction, Interactive"
scTenifoldKnk,R/Python/MATLAB,"10.1101/2021.03.22.436484, 10.2139/ssrn.3872938",1,GPL-2.0-or-later,"Gene Networks, Perturbations, Simulation"
scTOP,Python,"10.1101/2023.01.25.525581, 10.1242/dev.201873",1,GPL-3.0,Classification
scViewer,R,10.3390/cells12111489,1,'-,"Interactive, Visualisation"
SELINA,Python,"10.1016/j.crmeth.2023.100577, 10.21203/rs.3.rs-1198843/v1, 10.2139/ssrn.4314148",1,GPL-3.0,Classification
SEQUIN,R,"10.1101/2022.02.23.481646, 10.2139/ssrn.4193117",1,GPL-3.0,"Clustering, Gene Sets, Interactive, Quality Control, Visualisation"
ShareNet,Python,10.1093/bioinformatics/btab269,1,MIT,"Gene Networks, Rare Cells"
SIEVE,R,10.1097/BS9.0000000000000072,1,'-,"Variable Genes"
SiFINeT,R/C++,10.1101/2023.05.24.541352,1,GPL-3.0,"Variable Genes"
SkewC,R/Perl/Shell,"10.1016/j.xpro.2022.102038, 10.1101/2019.12.31.890269",1,MIT,"Quality Control"
SMAI,R,10.1101/2023.08.03.551836,1,MIT,"Clustering, Dimensionality Reduction, Integration"
splattdr,R,10.1101/2021.09.08.459475,1,'-,Simulation
SR2,R/C/C++,10.1101/2023.07.31.551228,1,GPL-2.0-or-later,"Clustering, Dimensionality Reduction"
starmapVis,JavaScript,10.1016/j.csbj.2023.02.023,1,MIT,"Interactive, Visualisation"
STEGO-R,R,10.1101/2023.09.27.559702,1,GPL-3.0,Immune
STEM,Python,"10.1038/s42003-023-05640-1, 10.1101/2022.09.23.509186",1,GPL-3.0,"Dimensionality Reduction, Integration"
STREAK,R,"10.1101/2022.11.10.516050, 10.1371/journal.pcbi.1011413",1,GPL-2.0-or-later,Immune
TimeTalk,R,10.1038/s42003-023-05283-2,1,GPL-3.0,"Expression Patterns, Ordering"
TOMAS,Python,10.21203/rs.3.rs-2211167/v1,1,BSD-3-Clause,"Differential Expression, Visualisation"
TooManyCellsInteractive,TypeScript,10.1101/2023.06.16.544954,1,GPL-3.0,"Interactive, Visualisation"
TrajectoryNet,Python,10.1101/2023.03.28.534644,1,MIT,Ordering
TripletCell,Python,10.1093/bib/bbad132,1,Apache-2.0,Classification
vaeda,Python,"10.1093/bioinformatics/btac720, 10.1101/2022.04.15.488440",1,MIT,"Quality Control"
visnormsc,Python,10.1007/s12539-017-0277-9,1,GPL-3.0,"Interactive, Normalisation, Visualisation"
Vulture,Nextflow/Python/Perl/R/Shell,10.1101/2023.02.13.528411,1,MIT,"Alignment, Quality Control, Quantification"
ZetaSuite,JavaScript/Shell/R/Perl,"10.1101/2021.08.29.458095, 10.1186/s13059-022-02729-4",1,'-,"Imputation, Normalisation, Perturbations, Quality Control, Visualisation"
aLDG,R,arxiv/2203.01990,0,GPL-3.0,"Gene Networks"
AlzScPred,Python,10.1101/2023.07.07.548171,0,GPL-3.0,Classification
ANS,Python/R,10.1101/2023.09.20.558114,0,MIT,"Gene Sets"
ASTK,Python/R,10.1101/2023.01.03.522470,0,BSD-3-Clause,"Alternative Splicing, Gene Sets"
ATAXIC,R,10.1155/2022/4106736,0,'-,Perturbations
BARtab,Nextflow/Python/R/Shell,10.1101/2023.11.21.568179,0,GPL-3.0,"Alignment, Quality Control, Quantification, UMIs, Visualisation"
bartools,R,10.1101/2023.11.21.568179,0,MIT,"Normalisation, Quality Control, UMIs, Visualisation"
BasisVAE,Python,arxiv/2003.03462,0,MIT,Clustering
BEANIE,Python,10.1101/2021.10.22.465130,0,GPL-2.0,"Gene Sets, Visualisation"
BEENE,Python,10.1093/bioinformatics/btad479,0,MIT,"Dimensionality Reduction, Integration"
biolord,Python,"10.1038/s41587-023-02079-x, 10.1101/2023.03.05.531195",0,BSD-3-Clause,"Dimensionality Reduction, Integration"
CAbiNet,R/C++/Python,10.1101/2022.12.20.521232,0,GPL-3.0-or-later,"Clustering, Dimensionality Reduction, Visualisation"
CASi,R,10.1101/2023.08.16.553543,0,GPL-3.0,"Classification, Expression Patterns"
ccdf,R,10.1101/2021.05.21.445165,0,GPL-3.0,"Differential Expression, Visualisation"
CCPlotR,R,10.1093/bioadv/vbad130,0,MIT,Visualisation
CDR-g,Python,10.1101/2023.03.12.532317,0,MIT,"Dimensionality Reduction, Gene Sets, Quality Control"
CEFCON,Python/R,10.1038/s41467-023-44103-3,0,MIT,"Gene Networks"
CellANOVA,Python,10.1101/2023.05.05.539614,0,GPL-3.0,Integration
CellBridge,R/Python/Docker,10.1093/bioinformatics/btad760,0,Custom,"Clustering, Marker Genes, Quality Control, Visualisation"
CellContrast,Python,10.1101/2023.10.12.562026,0,MIT,"Dimensionality Reduction, Integration"
cellenium,TypeScript/Python,10.1093/bioinformatics/btad349,0,MIT,"Interactive, Visualisation"
CellGEP,R,10.1101/2023.02.05.526424,0,BSD-3-Clause,Classification
CellLayers,Python,"10.1093/bioadv/vbac051, 10.1101/2020.11.29.400614",0,MIT,"Gene Sets, Visualisation"
cellograph,Python,10.1101/2023.02.24.528672,0,MIT,"Dimensionality Reduction, Perturbations"
CellPLM,Python,10.1101/2023.10.03.560734,0,BSD-2-Clause,"Classification, Dimensionality Reduction, Imputation"
CellST,R,10.1016/j.ailsci.2023.100068,0,'-,"Ordering, Visualisation"
cellstruct,R,10.1101/2023.11.13.566337,0,GPL-3.0,"Dimensionality Reduction, Visualisation"
CellTICS,Python,10.1093/bib/bbad449,0,'-,"Classification, Gene Sets, Marker Genes"
Chloris,R,10.1101/2023.10.22.563455,0,MIT,"Simulation, Variants, Visualisation"
CIA,Python,10.1101/2023.11.30.569382,0,MIT,Classification
CL-Impute,Python,10.1016/j.compbiomed.2023.107263,0,'-,Imputation
ClusterFoldSimilarity,R,10.1101/2022.03.14.483731,0,MIT,"Integration, Visualisation"
clusterpval,R,arxiv/2012.02936,0,MIT,"Marker Genes"
CONGASp,Python,"10.1101/2023.04.01.535197, 10.1371/journal.pcbi.1011557",0,GPL-3.0,Variants
Corvo,Kotlin/GLSL,arxiv/2212.00519,0,'-,"Interactive, Visualisation"
cosin,R/C++/C,arxiv/2305.11669,0,'-,"Dimensionality Reduction"
COSLIR,Python/MATLAB,10.1101/2021.05.12.443928,0,MIT,"Gene Networks"
countsplit,R,arxiv/2307.12985,0,MIT,Quantification
CPLVM,Python,arxiv/2102.06731,0,MIT,"Dimensionality Reduction"
CRMetrics,R/Python,10.21203/rs.3.rs-2853524/v1,0,GPL-3.0,"Quality Control, Visualisation"
cvCovEst,R,arxiv/2102.09715,0,MIT,"Gene Networks"
cytocipher,Python,"10.1093/bioinformatics/btad435, 10.1101/2022.08.12.503759",0,GPL-3.0,"Clustering, Marker Genes, Visualisation"
DALI,R,10.1101/2021.12.07.471549,0,GPL-3.0,"Immune, Integration, Visualisation"
DAPCA,Python/MATLAB,arxiv/2208.13290,0,GPL-3.0,"Dimensionality Reduction"
dbcti,R,10.1093/nar/gkac785,0,GPL-2.0-or-later,"Dimensionality Reduction, Normalisation, Ordering, Visualisation"
DCP,Python,10.1016/j.cels.2023.12.002,0,MIT,Ordering
DeepKINET,Python,10.1101/2023.11.25.568659,0,MIT,"Ordering, Visualisation"
DEN,Python,arxiv/2006.06640,0,MIT,"Dimensionality Reduction, Visualisation"
DICE,R,10.1016/j.isci.2022.105709,0,GPL-3.0,Ordering
DifferentialRegulation,R/C++,10.1101/2023.08.17.553679,0,GPL-3.0,"Differential Expression, Gene Networks, Visualisation"
DIISCO,Python,10.1101/2023.11.14.566956,0,MIT,"Gene Networks"
dincta,R/C++,10.1101/2020.09.28.316901,0,GPL-3.0,"Classification, Integration"
DiSiR,Python,10.1101/2022.03.25.485741,0,GPL-3.0,"Gene Networks, Visualisation"
